SystemCodeNumber,price,LastUpdatedDate,LastUpdatedTime,Occupancy,Capacity,Latitude,Longitude,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,time,diff,timestamp
BHMEURBRD01,11.882553191489365,23-11-2016,15:31:00,401.0,470.0,26.14901995,91.7395035,cycle,low,2.0,0.0,1751908420732,1,2016-11-23 15:31:00
BHMEURBRD01,12.24,23-11-2016,16:04:00,376.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908421232,1,2016-11-23 16:04:00
BHMEURBRD01,11.780425531914894,23-11-2016,16:30:00,341.0,470.0,26.14901995,91.7395035,car,low,1.0,0.0,1751908421732,1,2016-11-23 16:30:00
BHMEURBRD01,11.850212765957446,24-11-2016,08:00:00,147.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908422232,1,2016-11-24 08:00:00
BHMEURBRD01,11.954042553191488,24-11-2016,08:27:00,208.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908422732,1,2016-11-24 08:27:00
BHMEURBRD01,12.15063829787234,24-11-2016,09:00:00,300.0,470.0,26.14901995,91.7395035,bike,average,3.0,0.0,1751908423232,1,2016-11-24 09:00:00
BHMEURBRD01,12.194042553191489,24-11-2016,09:34:00,349.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908423732,1,2016-11-24 09:34:00
BHMEURBRD01,13.050212765957449,24-11-2016,10:01:00,382.0,470.0,26.14901995,91.7395035,car,low,4.0,0.0,1751908424232,1,2016-11-24 10:01:00
BHMEURBRD01,12.67744680851064,24-11-2016,10:27:00,398.0,470.0,26.14901995,91.7395035,car,low,3.0,0.0,1751908424732,1,2016-11-24 10:27:00
BHMEURBRD01,13.78808510638298,24-11-2016,11:00:00,416.0,470.0,26.14901995,91.7395035,car,average,6.0,0.0,1751908425232,1,2016-11-24 11:00:00
BHMEURBRD01,13.408510638297871,24-11-2016,11:27:00,428.0,470.0,26.14901995,91.7395035,car,average,5.0,0.0,1751908425732,1,2016-11-24 11:27:00
BHMEURBRD01,14.51744680851064,24-11-2016,12:00:00,445.0,470.0,26.14901995,91.7395035,car,high,8.0,0.0,1751908426232,1,2016-11-24 12:00:00
BHMEURBRD01,14.127659574468083,24-11-2016,12:30:00,451.0,470.0,26.14901995,91.7395035,cycle,high,8.0,0.0,1751908426732,1,2016-11-24 12:30:00
BHMEURBRD01,14.527659574468084,24-11-2016,13:04:00,451.0,470.0,26.14901995,91.7395035,truck,high,7.0,0.0,1751908427232,1,2016-11-24 13:04:00
BHMEURBRD01,14.131063829787234,24-11-2016,13:30:00,453.0,470.0,26.14901995,91.7395035,car,high,7.0,0.0,1751908427732,1,2016-11-24 13:30:00
BHMEURBRD01,14.259574468085107,24-11-2016,13:57:00,458.0,470.0,26.14901995,91.7395035,truck,average,6.0,0.0,1751908428232,1,2016-11-24 13:57:00
BHMEURBRD01,12.63063829787234,24-11-2016,14:30:00,441.0,470.0,26.14901995,91.7395035,car,average,3.0,0.0,1751908428732,1,2016-11-24 14:30:00
BHMEURBRD01,13.001702127659572,24-11-2016,14:57:00,424.0,470.0,26.14901995,91.7395035,car,average,4.0,0.0,1751908429232,1,2016-11-24 14:57:00
BHMEURBRD01,12.287659574468089,24-11-2016,15:31:00,404.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908429732,1,2016-11-24 15:31:00
BHMEURBRD01,12.248510638297873,24-11-2016,15:57:00,381.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908430232,1,2016-11-24 15:57:00
BHMEURBRD01,12.587234042553192,24-11-2016,16:31:00,345.0,470.0,26.14901995,91.7395035,truck,low,2.0,0.0,1751908430732,1,2016-11-24 16:31:00
BHMEURBRD01,12.10468085106383,25-11-2016,08:00:00,132.0,470.0,26.14901995,91.7395035,truck,average,2.0,0.0,1751908431232,1,2016-11-25 08:00:00
BHMEURBRD01,11.824680851063828,25-11-2016,08:00:00,132.0,470.0,26.14901995,91.7395035,truck,low,1.0,0.0,1751908431732,1,2016-11-25 08:00:00
BHMEURBRD01,12.428936170212763,25-11-2016,09:00:00,252.0,470.0,26.14901995,91.7395035,truck,low,2.0,0.0,1751908432232,1,2016-11-25 09:00:00
BHMEURBRD01,12.486808510638298,25-11-2016,09:27:00,286.0,470.0,26.14901995,91.7395035,car,low,3.0,0.0,1751908432732,1,2016-11-25 09:27:00
BHMEURBRD01,11.897872340425533,25-11-2016,10:00:00,316.0,470.0,26.14901995,91.7395035,bike,low,2.0,0.0,1751908433232,1,2016-11-25 10:00:00
BHMEURBRD01,12.318297872340429,25-11-2016,10:27:00,328.0,470.0,26.14901995,91.7395035,bike,low,3.0,0.0,1751908433732,1,2016-11-25 10:27:00
BHMEURBRD01,13.677446808510638,25-11-2016,11:00:00,351.0,470.0,26.14901995,91.7395035,truck,average,5.0,0.0,1751908434232,1,2016-11-25 11:00:00
BHMEURBRD01,13.685957446808512,25-11-2016,11:27:00,356.0,470.0,26.14901995,91.7395035,car,average,6.0,0.0,1751908434732,1,2016-11-25 11:27:00
BHMEURBRD01,14.406808510638298,25-11-2016,12:00:00,380.0,470.0,26.14901995,91.7395035,car,high,8.0,0.0,1751908435232,1,2016-11-25 12:00:00
BHMEURBRD01,14.01531914893617,25-11-2016,12:34:00,385.0,470.0,26.14901995,91.7395035,car,high,7.0,0.0,1751908435732,1,2016-11-25 12:34:00
BHMEURBRD01,14.4,25-11-2016,13:00:00,376.0,470.0,26.14901995,91.7395035,car,high,8.0,0.0,1751908436232,1,2016-11-25 13:00:00
BHMEURBRD01,14.394893617021276,25-11-2016,13:27:00,373.0,470.0,26.14901995,91.7395035,car,high,8.0,0.0,1751908436732,1,2016-11-25 13:27:00
BHMEURBRD01,12.923404255319149,25-11-2016,14:00:00,378.0,470.0,26.14901995,91.7395035,car,average,4.0,0.0,1751908437232,1,2016-11-25 14:00:00
BHMEURBRD01,12.923404255319149,25-11-2016,14:34:00,378.0,470.0,26.14901995,91.7395035,car,average,4.0,0.0,1751908437732,1,2016-11-25 14:34:00
BHMEURBRD01,12.779574468085109,25-11-2016,15:00:00,364.0,470.0,26.14901995,91.7395035,car,high,4.0,0.0,1751908438232,1,2016-11-25 15:00:00
BHMEURBRD01,11.972765957446809,25-11-2016,15:27:00,360.0,470.0,26.14901995,91.7395035,bike,low,2.0,0.0,1751908438732,1,2016-11-25 15:27:00
BHMEURBRD01,12.195744680851064,25-11-2016,16:00:00,350.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908439232,1,2016-11-25 16:00:00
BHMEURBRD01,12.139574468085106,25-11-2016,16:27:00,317.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908439732,1,2016-11-25 16:27:00
BHMEURBRD01,11.678297872340426,26-11-2016,08:01:00,46.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908440232,1,2016-11-26 08:01:00
BHMEURBRD01,11.290212765957444,26-11-2016,08:28:00,53.0,470.0,26.14901995,91.7395035,car,low,1.0,0.0,1751908440732,1,2016-11-26 08:28:00
BHMEURBRD01,11.71744680851064,26-11-2016,09:01:00,69.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908441234,1,2016-11-26 09:01:00
BHMEURBRD01,11.720851063829787,26-11-2016,09:35:00,71.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908441732,1,2016-11-26 09:35:00
BHMEURBRD01,11.896170212765956,26-11-2016,10:01:00,80.0,470.0,26.14901995,91.7395035,bike,low,3.0,0.0,1751908442232,1,2016-11-26 10:01:00
BHMEURBRD01,12.043404255319148,26-11-2016,10:35:00,96.0,470.0,26.14901995,91.7395035,car,average,3.0,0.0,1751908442732,1,2016-11-26 10:35:00
BHMEURBRD01,12.463829787234042,26-11-2016,11:01:00,108.0,470.0,26.14901995,91.7395035,car,average,4.0,0.0,1751908443232,1,2016-11-26 11:01:00
BHMEURBRD01,12.472340425531916,26-11-2016,11:28:00,113.0,470.0,26.14901995,91.7395035,car,average,4.0,0.0,1751908443732,1,2016-11-26 11:28:00
BHMEURBRD01,13.582978723404256,26-11-2016,12:01:00,131.0,470.0,26.14901995,91.7395035,truck,high,6.0,0.0,1751908444232,1,2016-11-26 12:01:00
BHMEURBRD01,13.228936170212766,26-11-2016,12:28:00,158.0,470.0,26.14901995,91.7395035,car,high,6.0,0.0,1751908444732,1,2016-11-26 12:28:00
BHMEURBRD01,13.24595744680851,26-11-2016,13:01:00,168.0,470.0,26.14901995,91.7395035,car,high,6.0,0.0,1751908445232,1,2016-11-26 13:01:00
BHMEURBRD01,13.3931914893617,26-11-2016,13:28:00,184.0,470.0,26.14901995,91.7395035,truck,average,5.0,0.0,1751908445732,1,2016-11-26 13:28:00
BHMEURBRD01,12.217021276595744,26-11-2016,14:01:00,198.0,470.0,26.14901995,91.7395035,car,average,3.0,0.0,1751908446232,1,2016-11-26 14:01:00
BHMEURBRD01,12.644255319148936,26-11-2016,14:41:00,214.0,470.0,26.14901995,91.7395035,car,average,4.0,0.0,1751908446732,1,2016-11-26 14:41:00
BHMEURBRD01,12.372765957446807,26-11-2016,15:01:00,219.0,470.0,26.14901995,91.7395035,truck,low,2.0,0.0,1751908447232,1,2016-11-26 15:01:00
BHMEURBRD01,12.271489361702129,26-11-2016,15:28:00,230.0,470.0,26.14901995,91.7395035,car,average,3.0,0.0,1751908447732,1,2016-11-26 15:28:00
BHMEURBRD01,11.594893617021276,26-11-2016,16:01:00,232.0,470.0,26.14901995,91.7395035,cycle,low,2.0,0.0,1751908448232,1,2016-11-26 16:01:00
BHMEURBRD01,11.58808510638298,26-11-2016,16:28:00,228.0,470.0,26.14901995,91.7395035,car,low,1.0,0.0,1751908448732,1,2016-11-26 16:28:00
BHMEURBRD01,13.251063829787231,27-11-2016,08:02:00,30.0,470.0,26.14901995,91.7395035,car,low,2.0,1.0,1751908449232,1,2016-11-27 08:02:00
BHMEURBRD01,12.847659574468084,27-11-2016,08:32:00,28.0,470.0,26.14901995,91.7395035,car,low,1.0,1.0,1751908449732,1,2016-11-27 08:32:00
BHMEURBRD01,12.892765957446809,27-11-2016,09:02:00,31.0,470.0,26.14901995,91.7395035,bike,average,2.0,1.0,1751908450232,1,2016-11-27 09:02:00
BHMEURBRD01,13.53617021276596,27-11-2016,09:32:00,33.0,470.0,26.14901995,91.7395035,car,average,3.0,1.0,1751908450732,1,2016-11-27 09:32:00
BHMEURBRD01,13.668085106382978,27-11-2016,10:01:00,40.0,470.0,26.14901995,91.7395035,car,low,3.0,1.0,1751908451232,1,2016-11-27 10:01:00
BHMEURBRD01,13.857021276595743,27-11-2016,10:32:00,57.0,470.0,26.14901995,91.7395035,cycle,high,5.0,1.0,1751908451734,1,2016-11-27 10:32:00
BHMEURBRD01,14.155744680851065,27-11-2016,11:01:00,68.0,470.0,26.14901995,91.7395035,bike,average,5.0,1.0,1751908452232,1,2016-11-27 11:01:00
BHMEURBRD01,15.247659574468086,27-11-2016,11:31:00,75.0,470.0,26.14901995,91.7395035,bike,high,8.0,1.0,1751908452732,1,2016-11-27 11:31:00
BHMEURBRD01,15.508085106382978,27-11-2016,12:01:00,87.0,470.0,26.14901995,91.7395035,car,high,8.0,1.0,1751908453232,1,2016-11-27 12:01:00
BHMEURBRD01,15.93872340425532,27-11-2016,12:32:00,105.0,470.0,26.14901995,91.7395035,car,high,9.0,1.0,1751908453732,1,2016-11-27 12:32:00
BHMEURBRD01,15.31063829787234,27-11-2016,13:08:00,112.0,470.0,26.14901995,91.7395035,bike,high,8.0,1.0,1751908454232,1,2016-11-27 13:08:00
BHMEURBRD01,15.974468085106384,27-11-2016,13:32:00,126.0,470.0,26.14901995,91.7395035,car,high,9.0,1.0,1751908454732,1,2016-11-27 13:32:00
BHMEURBRD01,14.511489361702129,27-11-2016,14:02:00,136.0,470.0,26.14901995,91.7395035,car,average,5.0,1.0,1751908455232,1,2016-11-27 14:02:00
BHMEURBRD01,14.540425531914892,27-11-2016,14:31:00,153.0,470.0,26.14901995,91.7395035,car,average,5.0,1.0,1751908455732,1,2016-11-27 14:31:00
BHMEURBRD01,13.49617021276596,27-11-2016,15:01:00,174.0,470.0,26.14901995,91.7395035,car,low,2.0,1.0,1751908456232,1,2016-11-27 15:01:00
BHMEURBRD01,13.93191489361702,27-11-2016,15:32:00,195.0,470.0,26.14901995,91.7395035,car,low,3.0,1.0,1751908456732,1,2016-11-27 15:32:00
BHMEURBRD01,13.302127659574468,27-11-2016,16:01:00,201.0,470.0,26.14901995,91.7395035,bike,low,2.0,1.0,1751908457232,1,2016-11-27 16:01:00
BHMEURBRD01,13.586382978723403,27-11-2016,16:32:00,227.0,470.0,26.14901995,91.7395035,car,low,2.0,1.0,1751908457732,1,2016-11-27 16:32:00
BHMEURBRD01,11.802553191489364,28-11-2016,08:01:00,119.0,470.0,26.14901995,91.7395035,truck,low,1.0,0.0,1751908458232,1,2016-11-28 08:01:00
BHMEURBRD01,11.506382978723405,28-11-2016,08:32:00,180.0,470.0,26.14901995,91.7395035,car,low,1.0,0.0,1751908458732,1,2016-11-28 08:32:00
BHMEURBRD01,11.903829787234042,28-11-2016,09:02:00,249.0,470.0,26.14901995,91.7395035,cycle,average,3.0,0.0,1751908459232,1,2016-11-28 09:02:00
BHMEURBRD01,12.512340425531914,28-11-2016,09:28:00,301.0,470.0,26.14901995,91.7395035,car,low,3.0,0.0,1751908459732,1,2016-11-28 09:28:00
BHMEURBRD01,12.60595744680851,28-11-2016,10:01:00,356.0,470.0,26.14901995,91.7395035,cycle,low,4.0,0.0,1751908460232,1,2016-11-28 10:01:00
BHMEURBRD01,12.921702127659572,28-11-2016,10:32:00,377.0,470.0,26.14901995,91.7395035,car,average,4.0,0.0,1751908460732,1,2016-11-28 10:32:00
BHMEURBRD01,12.942127659574467,28-11-2016,11:01:00,389.0,470.0,26.14901995,91.7395035,cycle,average,5.0,0.0,1751908461232,1,2016-11-28 11:01:00
BHMEURBRD01,13.359148936170213,28-11-2016,11:32:00,399.0,470.0,26.14901995,91.7395035,car,average,5.0,0.0,1751908461732,1,2016-11-28 11:32:00
BHMEURBRD01,14.457872340425531,28-11-2016,12:01:00,410.0,470.0,26.14901995,91.7395035,car,high,8.0,0.0,1751908462232,1,2016-11-28 12:01:00
BHMEURBRD01,14.471489361702128,28-11-2016,12:28:00,418.0,470.0,26.14901995,91.7395035,car,high,8.0,0.0,1751908462732,1,2016-11-28 12:28:00
BHMEURBRD01,14.48,28-11-2016,13:02:00,423.0,470.0,26.14901995,91.7395035,car,high,8.0,0.0,1751908463232,1,2016-11-28 13:02:00
BHMEURBRD01,14.081702127659575,28-11-2016,13:31:00,424.0,470.0,26.14901995,91.7395035,car,high,7.0,0.0,1751908463732,1,2016-11-28 13:31:00
BHMEURBRD01,13.001702127659572,28-11-2016,14:02:00,424.0,470.0,26.14901995,91.7395035,car,average,4.0,0.0,1751908464232,1,2016-11-28 14:02:00
BHMEURBRD01,12.989787234042554,28-11-2016,14:32:00,417.0,470.0,26.14901995,91.7395035,car,average,4.0,0.0,1751908464732,1,2016-11-28 14:32:00
BHMEURBRD01,13.08255319148936,28-11-2016,15:02:00,401.0,470.0,26.14901995,91.7395035,truck,low,3.0,0.0,1751908465232,1,2016-11-28 15:02:00
BHMEURBRD01,12.25531914893617,28-11-2016,15:41:00,385.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908465732,1,2016-11-28 15:41:00
BHMEURBRD01,12.221276595744682,28-11-2016,16:02:00,365.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908466232,1,2016-11-28 16:02:00
BHMEURBRD01,12.158297872340428,28-11-2016,16:28:00,328.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908466732,1,2016-11-28 16:28:00
BHMEURBRD01,11.191489361702128,29-11-2016,07:55:00,136.0,470.0,26.14901995,91.7395035,bike,low,1.0,0.0,1751908467232,1,2016-11-29 07:55:00
BHMEURBRD01,11.940425531914894,29-11-2016,08:28:00,200.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908467732,1,2016-11-29 08:28:00
BHMEURBRD01,11.836595744680851,29-11-2016,09:02:00,280.0,470.0,26.14901995,91.7395035,bike,low,2.0,0.0,1751908468232,1,2016-11-29 09:02:00
BHMEURBRD01,11.7668085106383,29-11-2016,09:28:00,333.0,470.0,26.14901995,91.7395035,cycle,low,2.0,0.0,1751908468732,1,2016-11-29 09:28:00
BHMEURBRD01,12.4068085106383,29-11-2016,10:01:00,380.0,470.0,26.14901995,91.7395035,bike,low,3.0,0.0,1751908469232,1,2016-11-29 10:01:00
BHMEURBRD01,12.44936170212766,29-11-2016,10:28:00,405.0,470.0,26.14901995,91.7395035,bike,low,3.0,0.0,1751908469732,1,2016-11-29 10:28:00
BHMEURBRD01,13.5668085106383,29-11-2016,11:01:00,427.0,470.0,26.14901995,91.7395035,bike,average,6.0,0.0,1751908470232,1,2016-11-29 11:01:00
BHMEURBRD01,14.105531914893616,29-11-2016,11:28:00,438.0,470.0,26.14901995,91.7395035,car,high,7.0,0.0,1751908470732,1,2016-11-29 11:28:00
BHMEURBRD01,13.444255319148937,29-11-2016,11:55:00,449.0,470.0,26.14901995,91.7395035,car,average,5.0,0.0,1751908471232,1,2016-11-29 11:55:00
BHMEURBRD01,13.866382978723404,29-11-2016,12:28:00,462.0,470.0,26.14901995,91.7395035,car,average,6.0,0.0,1751908471732,1,2016-11-29 12:28:00
BHMEURBRD01,14.14808510638298,29-11-2016,13:02:00,463.0,470.0,26.14901995,91.7395035,car,high,7.0,0.0,1751908472232,1,2016-11-29 13:02:00
BHMEURBRD01,14.299574468085105,29-11-2016,13:28:00,458.0,470.0,26.14901995,91.7395035,bike,high,8.0,0.0,1751908472732,1,2016-11-29 13:28:00
BHMEURBRD01,12.92255319148936,29-11-2016,14:01:00,448.0,470.0,26.14901995,91.7395035,cycle,high,5.0,0.0,1751908473232,1,2016-11-29 14:01:00
BHMEURBRD01,13.417021276595744,29-11-2016,14:28:00,433.0,470.0,26.14901995,91.7395035,truck,average,4.0,0.0,1751908473732,1,2016-11-29 14:28:00
BHMEURBRD01,13.688510638297872,29-11-2016,14:55:00,428.0,470.0,26.14901995,91.7395035,car,high,6.0,0.0,1751908474232,1,2016-11-29 14:55:00
BHMEURBRD01,12.27744680851064,29-11-2016,15:28:00,398.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908474734,1,2016-11-29 15:28:00
BHMEURBRD01,12.2331914893617,29-11-2016,16:02:00,372.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908475232,1,2016-11-29 16:02:00
BHMEURBRD01,12.173617021276597,29-11-2016,16:28:00,337.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908475732,1,2016-11-29 16:28:00
BHMEURBRD01,11.84340425531915,30-11-2016,08:02:00,143.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908476232,1,2016-11-30 08:02:00
BHMEURBRD01,11.947234042553193,30-11-2016,08:28:00,204.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908476732,1,2016-11-30 08:28:00
BHMEURBRD01,12.462978723404255,30-11-2016,09:01:00,272.0,470.0,26.14901995,91.7395035,truck,low,2.0,0.0,1751908477232,1,2016-11-30 09:01:00
BHMEURBRD01,12.144680851063828,30-11-2016,09:28:00,320.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908477732,1,2016-11-30 09:28:00
BHMEURBRD01,12.214468085106382,30-11-2016,10:01:00,361.0,470.0,26.14901995,91.7395035,cycle,low,3.0,0.0,1751908478232,1,2016-11-30 10:01:00
BHMEURBRD01,12.25531914893617,30-11-2016,10:28:00,385.0,470.0,26.14901995,91.7395035,cycle,low,3.0,0.0,1751908478732,1,2016-11-30 10:28:00
BHMEURBRD01,12.950638297872342,30-11-2016,10:55:00,394.0,470.0,26.14901995,91.7395035,car,average,4.0,0.0,1751908479232,1,2016-11-30 10:55:00
BHMEURBRD01,13.36255319148936,30-11-2016,11:28:00,401.0,470.0,26.14901995,91.7395035,car,average,5.0,0.0,1751908479732,1,2016-11-30 11:28:00
BHMEURBRD01,14.066382978723404,30-11-2016,12:01:00,415.0,470.0,26.14901995,91.7395035,car,high,7.0,0.0,1751908480232,1,2016-11-30 12:01:00
BHMEURBRD01,14.078297872340428,30-11-2016,12:28:00,422.0,470.0,26.14901995,91.7395035,cycle,high,8.0,0.0,1751908480732,1,2016-11-30 12:28:00
BHMEURBRD01,13.57191489361702,30-11-2016,13:01:00,430.0,470.0,26.14901995,91.7395035,bike,average,6.0,0.0,1751908481232,1,2016-11-30 13:01:00
BHMEURBRD01,13.41872340425532,30-11-2016,13:28:00,434.0,470.0,26.14901995,91.7395035,car,average,5.0,0.0,1751908481732,1,2016-11-30 13:28:00
BHMEURBRD01,13.015319148936172,30-11-2016,14:01:00,432.0,470.0,26.14901995,91.7395035,car,average,4.0,0.0,1751908482232,1,2016-11-30 14:01:00
BHMEURBRD01,13.010212765957448,30-11-2016,14:28:00,429.0,470.0,26.14901995,91.7395035,car,average,4.0,0.0,1751908482732,1,2016-11-30 14:28:00
BHMEURBRD01,12.071489361702127,30-11-2016,15:01:00,418.0,470.0,26.14901995,91.7395035,bike,low,2.0,0.0,1751908483232,1,2016-11-30 15:01:00
BHMEURBRD01,11.885957446808511,30-11-2016,15:28:00,403.0,470.0,26.14901995,91.7395035,cycle,low,2.0,0.0,1751908483732,1,2016-11-30 15:28:00
BHMEURBRD01,12.638297872340427,30-11-2016,16:01:00,375.0,470.0,26.14901995,91.7395035,truck,low,2.0,0.0,1751908484232,1,2016-11-30 16:01:00
BHMEURBRD01,12.200851063829788,30-11-2016,16:28:00,353.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908484732,1,2016-11-30 16:28:00
BHMEURBRD01,11.887659574468085,01-12-2016,08:05:00,169.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908485232,1,2016-12-01 08:05:00
BHMEURBRD01,11.967659574468088,01-12-2016,08:25:00,216.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908485732,1,2016-12-01 08:25:00
BHMEURBRD01,12.120851063829788,01-12-2016,08:58:00,306.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908486232,1,2016-12-01 08:58:00
BHMEURBRD01,12.250212765957446,01-12-2016,09:25:00,382.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908486732,1,2016-12-01 09:25:00
BHMEURBRD01,12.73531914893617,01-12-2016,09:58:00,432.0,470.0,26.14901995,91.7395035,truck,low,2.0,0.0,1751908487232,1,2016-12-01 09:58:00
BHMEURBRD01,12.774468085106385,01-12-2016,10:25:00,455.0,470.0,26.14901995,91.7395035,car,low,3.0,0.0,1751908487732,1,2016-12-01 10:25:00
BHMEURBRD01,13.48,01-12-2016,10:58:00,470.0,470.0,26.14901995,91.7395035,truck,average,4.0,0.0,1751908488234,1,2016-12-01 10:58:00
BHMEURBRD01,13.473191489361705,01-12-2016,11:32:00,466.0,470.0,26.14901995,91.7395035,car,average,5.0,0.0,1751908488732,1,2016-12-01 11:32:00
BHMEURBRD01,13.473191489361705,01-12-2016,11:58:00,466.0,470.0,26.14901995,91.7395035,car,average,5.0,0.0,1751908489232,1,2016-12-01 11:58:00
BHMEURBRD01,14.556595744680852,01-12-2016,12:25:00,468.0,470.0,26.14901995,91.7395035,car,high,8.0,0.0,1751908489732,1,2016-12-01 12:25:00
BHMEURBRD01,14.32,01-12-2016,12:58:00,470.0,470.0,26.14901995,91.7395035,bike,high,8.0,0.0,1751908490232,1,2016-12-01 12:58:00
BHMEURBRD01,14.142978723404257,01-12-2016,13:25:00,460.0,470.0,26.14901995,91.7395035,car,high,7.0,0.0,1751908490732,1,2016-12-01 13:25:00
BHMEURBRD01,14.549787234042553,01-12-2016,13:58:00,464.0,470.0,26.14901995,91.7395035,truck,high,7.0,0.0,1751908491232,1,2016-12-01 13:58:00
BHMEURBRD01,13.07148936170213,01-12-2016,14:25:00,465.0,470.0,26.14901995,91.7395035,car,average,4.0,0.0,1751908491732,1,2016-12-01 14:25:00
BHMEURBRD01,13.040851063829788,01-12-2016,14:58:00,447.0,470.0,26.14901995,91.7395035,car,average,4.0,0.0,1751908492232,1,2016-12-01 14:58:00
BHMEURBRD01,12.09872340425532,01-12-2016,15:25:00,434.0,470.0,26.14901995,91.7395035,bike,low,2.0,0.0,1751908492732,1,2016-12-01 15:25:00
BHMEURBRD01,12.696170212765958,01-12-2016,15:58:00,409.0,470.0,26.14901995,91.7395035,car,low,3.0,0.0,1751908493232,1,2016-12-01 15:58:00
BHMEURBRD01,12.207659574468083,01-12-2016,16:25:00,357.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908493732,1,2016-12-01 16:25:00
BHMEURBRD01,11.824680851063828,02-12-2016,07:55:00,132.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908494232,1,2016-12-02 07:55:00
BHMEURBRD01,11.548936170212766,02-12-2016,08:28:00,205.0,470.0,26.14901995,91.7395035,cycle,low,2.0,0.0,1751908494732,1,2016-12-02 08:28:00
BHMEURBRD01,11.85531914893617,02-12-2016,09:01:00,291.0,470.0,26.14901995,91.7395035,bike,low,2.0,0.0,1751908495232,1,2016-12-02 09:01:00
BHMEURBRD01,12.161702127659575,02-12-2016,09:28:00,330.0,470.0,26.14901995,91.7395035,car,low,2.0,0.0,1751908495732,1,2016-12-02 09:28:00
BHMEURBRD01,12.60936170212766,02-12-2016,10:02:00,358.0,470.0,26.14901995,91.7395035,car,low,3.0,0.0,1751908496232,1,2016-12-02 10:02:00
BHMEURBRD01,12.641702127659576,02-12-2016,10:28:00,377.0,470.0,26.14901995,91.7395035,car,low,3.0,0.0,1751908496732,1,2016-12-02 10:28:00
BHMEURBRD01,13.35404255319149,02-12-2016,11:01:00,396.0,470.0,26.14901995,91.7395035,car,average,5.0,0.0,1751908497232,1,2016-12-02 11:01:00
BHMEURBRD01,14.052765957446807,02-12-2016,11:28:00,407.0,470.0,26.14901995,91.7395035,car,high,7.0,0.0,1751908497732,1,2016-12-02 11:28:00
BHMEURBRD01,14.871489361702128,02-12-2016,12:01:00,418.0,470.0,26.14901995,91.7395035,truck,high,8.0,0.0,1751908498232,1,2016-12-02 12:01:00
BHMEURBRD01,14.873191489361703,02-12-2016,12:28:00,419.0,470.0,26.14901995,91.7395035,car,high,9.0,0.0,1751908498734,1,2016-12-02 12:28:00
BHMEURBRD01,14.478297872340423,02-12-2016,12:58:00,422.0,470.0,26.14901995,91.7395035,car,high,8.0,0.0,1751908499232,1,2016-12-02 12:58:00
BHMEURBRD01,13.685106382978724,02-12-2016,13:25:00,426.0,470.0,26.14901995,91.7395035,cycle,high,7.0,0.0,1751908499732,1,2016-12-02 13:25:00
BHMEURBRD01,13.01191489361702,02-12-2016,13:58:00,430.0,470.0,26.14901995,91.7395035,cycle,average,5.0,0.0,1751908500232,1,2016-12-02 13:58:00
BHMEURBRD01,12.96936170212766,02-12-2016,14:25:00,405.0,470.0,26.14901995,91.7395035,car,average,4.0,0.0,1751908500732,1,2016-12-02 14:25:00
BHMEURBRD01,12.715744680851063,02-12-2016,14:58:00,397.0,470.0,26.14901995,91.7395035,bike,average,4.0,0.0,1751908501232,1,2016-12-02 14:58:00
BHMEURBRD01,12.126808510638298,02-12-2016,15:31:00,380.0,470.0,26.14901995,91.7395035,cycle,average,3.0,0.0,1751908501732,1,2016-12-02 15:31:00
BHMEURBRD01,12.219574468085106,02-12-2016,15:58:00,364.0,470.0,26.14901995,91.7395035,cycle,low,3.0,0.0,1751908502232,1,2016-12-02 15:58:00
